Gene symbol	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4384-01
STAC3	70.8613	101.5773	55.7075	115.3446	67.1961
STAC	400.0349	122.6655	182.7075	209.8697	117.8986
STAG1	264.6374	566.2349	1110.6955	728.875	640.4582
STAG2	2963.6094	2421.7585	2912.0451	1113.9608	1976.1759
STAG3L1	104.3721	86.9283	143.5795	111.755	39.7068
STAG3L2	67.3706	52.4789	49.4073	55.2793	85.5223
STAG3L3	309.6082	139.8097	140.6582	155.9641	185.4368
STAG3L4	170.3465	47.3276	149.5482	173.4955	130.7269
STAG3	143.9218	25.0032	17.4948	130.2437	8.2529
STAM2	828.6936	1344.8132	1088.6181	946.9265	927.306
STAMBPL1	125.3163	163.0743	322.3079	128.7456	91.0202
STAMBP	1158.5653	760.7837	1523.3358	699.9646	693.9524
STAM	605.6375	720.5391	859.4877	624.1052	585.2169
STAP1	16.4063	37.347	10.9426	63.8942	1.2217
STAP2	353.2594	870.8929	461.9083	441.7555	266.9517
STARD10	927.1315	2040.2398	1746.4976	1762.7144	2165.5467
STARD13	183.9602	115.5825	176.4072	262.756	687.8436
STARD3NL	1259.0977	490.0181	1511.0669	806.2157	807.5748
STARD3	1238.8516	891.1762	1652.6569	1254.911	963.9585
STARD4	136.1375	96.2651	154.8537	169.9059	125.84
STARD5	52.0115	89.182	54.3812	112.9516	70.8613
STARD6	0	0	0	0.2393	0
STARD7	4562.4575	3337.9185	3135.6147	2852.5892	3010.5559
STARD8	178.3751	173.5347	513.3051	327.6074	342.7001
STAR	1.7454	2.5757	4.3107	2.8716	3.0544
STAT1	4699.8866	7746.6007	13044.5163	8402.4474	4758.0941
STAT2	2752.4217	2967.1532	2025.0352	3008.0532	3004.887
STAT3	5717.7764	9602.0373	5239.1611	8373.2523	9392.1808
STAT4	192.687	55.6985	92.8459	124.1989	64.7526
STAT5A	677.546	916.6108	728.8403	1098.1668	516.799
STAT5B	1366.2623	1619.7643	2007.4608	1691.8804	1492.3641
STAT6	5527.1839	4045.7082	4305.0651	4430.9557	6695.1741
STATH	0	0	0	0	0
STAU1	2537.3942	4769.4669	4911.2161	4429.0412	2770.3115
STAU2	1429.095	1497.0988	1067.3962	786.832	956.0171
STBD1	1112.6206	456.6344	1037.4567	638.1428	416.5058
STC1	893.6207	86.6064	992.4563	1491.8221	119.1203
STC2	70.8613	42.1763	910.5529	570.5011	133.1704
STEAP1	148.355	49.5813	1895.051	710.2547	105.6811
STEAP2	266.6899	85.6405	2057.1997	969.4211	321.9304
STEAP3	3851.9941	2927.5525	1963.359	1389.1606	1361.0263
STEAP4	6114.6697	1823.8848	787.2005	1471.7205	12383.6286
STH	0	0	0	0	0
STIL	309.9747	128.1388	418.8013	160.0945	67.807
STIM1	2429.8804	1632.3206	1804.8578	1582.7577	1492.3641
STIM2	510.6903	540.8873	461.5767	344.598	786.1943
STIP1	5445.1523	4347.0597	4587.2503	3374.9064	3009.1631
STK10	722.2271	801.6722	1036.2265	1373.8451	739.157
STK11IP	324.9847	463.2957	282.5168	493.4452	621.8693
STK11	968.3218	1110.7507	627.7046	651.3859	342.7001
STK16	655.5546	552.1558	909.2266	622.4301	836.8968
STK17A	2457.108	604.9567	1826.0797	913.1846	477.7031
STK17B	1232.5683	1547.324	3000.9119	2074.2884	1792.9139
STK19	342.0159	302.5653	211.9373	350.796	274.4594
STK24	2431.9749	4180.2861	3561.9663	5321.1671	2676.8479
STK25	1559.2984	1668.3797	2372.2126	2455.2606	1857.0556
STK31	154.6383	44.43	90.5247	56.9544	186.3164
STK32A	361.6371	113.3288	183.3706	86.1495	64.1417
STK32B	17.8026	16.4198	18.2376	72.0305	14.661
STK32C	194.9175	244.0432	358.9489	92.9074	175.4429
STK33	146.6097	135.2218	179.7231	41.1603	140.5009
STK35	1094.3363	1437.5368	1272.9835	1109.414	1240.6842
STK36	617.855	709.5926	460.5819	481.0013	461.2095
STK38L	588.8821	567.9317	1858.2442	831.5819	715.9438
STK38	1019.9843	1950.7358	1164.2212	1767.0219	1703.7263
STK39	1953.3991	2078.2307	2727.0165	793.2933	835.675
STK3	521.1624	1046.0374	633.3416	1335.3172	500.9163
STK40	1255.6069	1405.3411	623.3938	2365.2822	1511.3012
STK4	780.8709	1204.4401	1319.4064	1080.2189	778.8638
STL	1.0472	3.8925	1.0014	1.1989	9.2792
STMN1	1736.6262	1737.9224	4091.8511	2596.9287	875.3818
STMN2	0.6981	0.322	12.9321	145.9755	6.1087
STMN3	357.4483	1415.9657	8350.4932	583.1842	211.3622
STMN4	1.0472	0	0.3316	0.4786	0
STOML1	271.2279	149.3879	396.5846	235.4753	270.617
STOML2	1991.4478	1264.3241	1951.4217	2282.9616	1320.0977
STOML3	42.2375	38.9568	9.2846	0.7179	3.6652
STOM	3975.216	5731.4736	5010.3623	5294.1257	6844.2272
STON1-GTF2A1L	0	0.7952	22.2797	0	0
STON1	311.371	212.6621	305.6752	275.1998	236.4081
STON2	69.116	110.4312	84.8877	200.7762	152.7184
STOX1	101.5795	53.4448	107.7676	66.0479	19.548
STOX2	19.1989	26.4005	69.3028	22.016	59.8656
STRA13	469.849	449.7735	808.0909	1010.1028	669.5174
STRA6	83.4279	46.3618	106.1096	288.3615	5.4979
STRA8	0	0	0	6.9398	0
STRADA	826.5992	741.4663	618.7516	710.9726	648.7477
STRADB	621.3457	370.5722	418.1381	321.6248	171.6555
STRAP	2073.4794	1278.1682	3500.2901	2625.6451	1828.9554
STRBP	500.2182	898.2593	559.3965	652.3431	617.5932
STRC	8.0286	14.2949	1.658	2.8716	5.5284
STRN3	775.6	681.9043	1229.8466	611.1661	715.9438
STRN4	1169.0374	1595.9395	1352.5657	2410.75	1072.694
STRN	538.2669	387.3139	468.8718	329.5218	255.956
STS	832.8825	1231.4845	1142.0045	307.9844	386.0721
STT3A	1266.4281	4306.8151	3420.0448	4245.4949	2211.3622
STT3B	1897.1987	2373.7869	1735.2234	2496.4209	3301.1607
STUB1	1502.7489	1219.8908	1583.6127	1490.4939	1524.2028
STX10	614.7133	456.2127	305.0651	338.1368	351.2523
STX11	143.468	129.7486	198.6239	269.4565	275.504
STX12	1315.298	1305.2126	1402.3046	1768.4577	1588.2712
STX16	1759.6649	1090.7894	1966.675	1617.4568	2179.5968
STX17	796.23	628.7815	529.2216	620.0371	890.0428
STX18	547.3427	483.901	706.9552	520.4865	517.4099
STX19	1.3963	5.7952	21.8851	63.4156	21.9914
STX1A	83.0683	147.4336	449.9312	281.3738	144.7465
STX1B	167.5539	9.9807	13.5953	20.8195	33.598
STX2	334.0606	242.4334	475.8352	344.3587	246.182
STX3	1180.2077	1430.1318	1123.4353	1368.8197	992.6695
STX4	1555.4586	809.7212	731.8246	1302.7718	693.3415
STX5	1281.4382	1352.2182	907.9002	937.1151	1041.5394
STX6	2526.5102	2649.4109	1425.3536	1771.93	2252.8406
STX7	828.6936	1475.5277	1666.9154	1613.1493	1376.2981
STX8	332.3152	227.9454	344.193	396.7663	263.2865
STXBP1	2992.2332	4387.3043	1551.5212	741.3643	1488.6988
STXBP2	2299.328	1928.1988	1510.4037	1344.4107	1740.3787
STXBP3	1048.9572	739.5346	766.9734	760.5086	833.8424
STXBP4	240.8587	355.4402	252.3419	244.5688	144.777
STXBP5L	0.3491	0	0.3316	1.6751	31.1546
STXBP5	140.2775	360.4306	315.9778	366.9418	533.2498
STXBP6	54.1059	20.2833	15.2533	17.4692	73.9157
STYK1	180.8186	6.1172	144.2427	180.4353	156.3836
STYXL1	778.7765	362.2013	1186.7695	932.0897	655.4673
STYX	675.4516	453.637	657.8795	533.6483	617.5932
SUB1	3789.5104	2188.0179	2463.7321	1886.1953	1551.6188
SUCLA2	511.755	735.1334	652.4314	892.9634	652.0098
SUCLG1	1564.1854	1467.8007	1754.7874	1112.525	1134.3922
SUCLG2	1481.8047	1055.0522	1489.5134	904.0911	2253.5125
SUCNR1	27.9256	128.7827	23.8747	39.0066	31.7654
SUDS3	1196.614	1575.0123	891.6522	1095.0558	1607.2083
SUFU	375.6	876.0442	470.5297	631.5237	692.7306
SUGT1L1	34.2159	40.5215	9.6759	37.061	48.3812
SUGT1P1	20.9442	1.6098	2.3211	14.8369	4.2761
SUGT1	461.4713	669.0261	593.5505	595.3887	511.912
SULF1	1691.9452	898.5812	8345.5194	8518.5099	394.0134
SULF2	491.8405	592.7223	1149.6311	1740.4591	406.2309
SULT1A1	818.2215	572.1171	401.8901	668.6158	1221.1362
SULT1A2	121.4766	88.5381	42.7754	133.5317	153.3293
SULT1A3	727.6342	365.4209	493.4892	746.4686	686.8662
SULT1B1	1.3963	1.2878	1.3264	20.1015	2.4435
SULT1C2	57.5966	57.9522	162.8119	36.8528	81.2462
SULT1C3	0	0	0	0	0
SULT1C4	13.9628	32.5176	15.9164	32.0668	54.3677
SULT1E1	1.0472	0.6439	3.3159	36.8528	1.8326
SULT2A1	0	0	0	0	0
SULT2B1	307.5312	50.2252	177.7336	252.2266	146.6097
SULT4A1	6.2833	0.6439	0	7.897	0
SULT6B1	0	0	0	0	0
SUMF1	778.4274	600.7712	935.0908	1069.9289	1180.2077
SUMF2	2672.1354	2270.4388	3893.8904	3077.4514	3277.9475
SUMO1P1	2.7926	0.322	1.3264	2.393	1.2217
SUMO1P3	176.9788	206.3743	267.9267	186.1786	142.3335
SUMO1	1903.482	2275.5901	3093.0946	1913.7153	1697.0067
SUMO2	3542.7175	4753.691	7155.434	3970.5345	2177.1533
SUMO3	2712.6276	2632.3182	4825.3337	2690.9752	1927.306
SUMO4	1.3963	1.2878	0.9948	1.9144	0.6109
SUN1	3659.2757	2334.1863	2603.3325	5709.4764	2816.1271
SUN2	2631.6432	2663.548	2763.1601	7572.7799	3401.3439
SUN3	0	0.322	1.3264	189.7682	0
SUN5	0	0	0	0	0
SUOX	893.9698	931.0988	396.253	790.9002	941.3561
SUPT16H	2541.234	2401.4752	3022.1338	1810.5752	2457.5443
SUPT3H	118.3349	100.4505	174.4176	175.8886	99.5724
SUPT4H1	2420.0785	1824.7251	2973.3632	1614.1927	1006.6707
SUPT5H	3637.3156	4156.1394	5010.0307	3597.4593	3748.3201
SUPT6H	3627.5417	1679.3263	4199.9503	3162.4044	3397.0678
SUPT7L	2098.0819	882.6154	1275.7324	1041.5833	1189.9817
SUPV3L1	387.4684	513.8429	519.937	434.8156	430.6659
SURF1	1163.4523	507.0818	706.9552	682.0168	959.0715
SURF2	183.6111	141.017	200.6134	162.0089	213.8057
SURF4	5668.5575	10036.6789	5786.9518	6891.7203	7379.9633
SURF6	393.0535	560.2047	338.2243	479.0869	856.4447
SUSD1	458.3297	451.7053	633.3416	388.8692	526.573
SUSD2	2671.7864	4305.2053	315.0128	585.338	2665.2413
SUSD3	69.116	260.141	74.2767	85.9102	48.259
SUSD4	555.3713	358.0159	35.4804	302.0018	422.7245
SUSD5	15.01	32.8396	556.7438	45.2285	39.0959
SUV39H1	219.2163	132.9681	507.3365	209.8697	160.0489
SUV39H2	205.2535	142.9488	262.6212	185.2214	135.6139
SUV420H1	1132.7341	1537.6653	738.1248	1031.4009	1372.6329
SUV420H2	123.571	145.2025	78.2558	223.2708	145.9988
SUZ12P	264.9446	197.6814	155.8485	203.6478	106.292
SUZ12	1258.0504	1248.2262	1640.388	1173.3083	760.5376
SV2A	21.6424	47.0057	229.462	465.4466	69.0287
SV2B	11.5193	16.4198	20.8903	35.1777	12.2175
SV2C	0.3491	0.6439	0.3316	0.2393	0
SVEP1	112.4007	245.1958	179.2257	1183.7993	529.1265
SVIL	2804.4053	1816.277	2346.9286	3399.0594	2326.5974
SVIP	454.839	292.0147	450.6342	357.999	417.8375
SVOPL	0.6981	6.7611	1.658	51.2111	6.7196
SVOP	0	0.322	0.3316	3.5896	0
SWAP70	1580.2426	1791.0453	1035.8949	1564.0919	2917.5321
SYAP1	1020.6824	1374.4333	1284.2576	726.5274	903.482
SYBU	561.2671	79.2014	237.0886	31.1095	2437.807
SYCE1L	5.2361	16.4198	15.9164	16.512	10.3849
SYCE1	1.0472	0.4733	2.3211	5.2958	1.1912
SYCE2	21.6424	2.5757	7.9582	2.393	1.2217
SYCN	0	0.322	0	0	0.6109
SYCP1	0	0	0	0	0
SYCP2L	1.7454	3.2196	3.9791	3.3503	32.3763
SYCP2	245.3966	11.5904	10.611	464.2501	21.3806
SYCP3	0	0	1.0909	0	0
SYDE1	244.3494	189.9545	278.2061	705.4686	216.2492
SYDE2	113.797	148.422	50.4021	76.338	113.0116
SYF2	958.1988	901.1569	886.6783	882.5537	1188.7599
SYK	1120.1676	1963.936	1195.0593	2646.7039	2087.3549
SYMPK	1935.2474	1383.1261	3928.376	1973.7806	1207.0861
SYN1	53.7569	39.2787	18.5692	24.409	20.1588
SYN2	4.5379	5.4733	3.3159	0.9572	15.2718
SYN3	2.0944	3.2196	2.3211	11.2473	26.2676
SYNCRIP	3122.7856	6063.7329	3299.6767	2872.8463	4004.2761
SYNC	74.7814	33.007	49.7886	86.9918	280.7514
SYNE1	4297.0591	1660.3308	1016.3309	1420.7487	5697.0067
SYNE2	1312.5055	1982.2876	1541.2418	3879.3596	2510.6903
SYNGAP1	190.2435	224.4038	168.449	382.6473	258.3995
SYNGR1	195.4726	144.9481	29.9329	155.7798	84.2517
SYNGR2	9961.0786	8957.158	13312.7746	8177.9801	4880.2688
SYNGR3	4.887	32.8396	50.4021	88.7818	156.9945
SYNGR4	2.0944	1.2878	3.6475	1.4358	0
SYNJ1	566.5416	680.2946	336.5664	277.5928	312.1564
SYNJ2BP	906.5363	1143.2683	629.6941	1314.0191	1118.5095
SYNJ2	354.6557	754.6666	415.1538	398.92	404.3983
SYNM	337.5513	156.7929	160.4908	111.5157	613.9279
SYNPO2L	37.0015	3.2196	2.3211	21.0588	21.3806
SYNPO2	87.9658	160.6564	148.2218	643.4889	215.0275
SYNPO	2806.1785	1939.1453	1622.1504	3380.4104	3021.9914
SYNPR	0.3491	0.322	0	0	0
SYNRG	1871.7166	1800.382	1678.5211	1480.5748	1361.6371
SYPL1	1975.0415	2392.7824	3522.8384	2018.0519	2805.1313
SYPL2	12.2175	5.7952	15.9164	11.7259	10.9957
SYP	18.1517	214.4232	24.5378	37.5708	47.0373
SYS1-DBNDD2	12.7341	23.9085	5.269	14.6167	10.9591
SYS1	979.1046	1185.6378	1464.9722	1289.6819	765.1008
SYT10	0	0.6439	30.1749	0	0
SYT11	183.6111	315.8395	359.7778	957.4559	310.3238
SYT12	6902.173	636.1865	326.287	459.464	283.4453
SYT13	1.3963	89.504	1296.8582	11.008	12.2175
SYT14L	0	0	0	1.1965	0
SYT14	0.3491	0	18.5692	25.3662	6.7196
SYT15	37.3506	123.3094	37.8015	42.3568	326.2065
SYT16	2.7926	0	4.3107	0.2393	1.2217
SYT17	219.5654	161.3003	134.6265	170.8632	128.8943
SYT1	78.5409	12.2344	103.1253	299.6088	86.1332
SYT2	39.794	937.8599	2.9843	218.9633	55.5895
SYT3	0.6981	16.0978	8.2898	8.3756	6.7196
SYT4	0	0	0	0	0.6109
SYT5	2.0944	0	33.1592	1.1965	3.6652
SYT6	1.7454	6.1172	1.3264	3.111	4.2761
SYT7	1113.1861	213.1354	591.8926	643.9675	5056.2004
SYT8	43.2848	69.2207	60.6814	902.1767	257.1778
SYT9	1.0472	1.9317	150.8746	1.9144	1.8326
SYTL1	274.7186	235.9943	912.2109	328.086	1386.683
SYTL2	656.6018	1234.704	1205.6702	1421.9453	485.0336
SYTL3	425.5171	176.4323	161.8171	701.8791	543.0666
SYTL4	263.8974	103.0262	322.3079	178.7602	157.6054
SYTL5	6.6323	26.4005	34.154	52.1683	2.4435
SYVN1	2687.1455	1647.4526	1073.0332	1922.0909	1762.9811
TAAR1	0	0	0	0	0
TAAR2	0	0	0	0	0
TAAR5	0	0	0	0	0
TAAR6	0	0	0	0	0
TAAR8	0	0	0	0	0
TAAR9	0	0	0	0	0
TAB1	476.4883	768.765	655.8004	796.89	748.9798
TAB2	1466.4456	3723.1076	2182.2101	2463.3969	2313.989
TAB3	796.5791	827.1068	911.5477	576.2444	1134.3922
TAC1	0	0	0	0	0
TAC3	0.6981	0	0.3316	3.3503	0
TAC4	31.0673	11.5904	1.658	0.9572	1.8326
TACC1	743.5204	3877.3248	1323.3856	1738.0661	2561.3928
TACC2	843.3546	1074.0476	921.4955	1141.9594	3185.0947
TACC3	666.7248	364.777	1846.6385	946.4479	350.6414
TACO1	573.8721	389.5676	866.1195	579.3554	379.3525
TACR1	4.887	29.2981	11.2741	5.7433	16.4936
TACR2	20.5952	18.6735	14.2585	22.2553	23.2132
TACR3	0	0	0	0.2393	0
TACSTD2	8024.784	5092.0675	6150.0456	8562.7811	4045.8155
TADA1	638.4501	886.0249	520.6002	413.9962	400.1222
TADA2A	254.1234	246.2969	343.8614	180.6746	183.2621
TADA2B	483.1137	900.191	627.0414	740.407	904.7037
TADA3	1181.0141	1430.2348	2573.4195	1943.8365	1991.5944
TAF10	1218.9545	513.199	1164.5528	770.5594	764.2028
TAF11	599.7033	625.8839	447.9814	731.5528	375.6872
TAF12	544.2011	285.5756	408.1903	344.598	539.4013
TAF13	142.0717	137.7975	119.0417	200.7762	176.5425
TAF15	2608.9537	2275.2682	3431.6505	2921.4251	2723.8852
TAF1A	168.252	145.2025	155.5169	145.7362	85.5223
TAF1B	307.5312	275.595	447.9814	201.0155	275.504
TAF1C	640.5446	952.6699	502.3626	742.3215	914.4777
TAF1D	786.0372	602.9767	925.4481	543.2994	524.1845
TAF1L	19.548	40.8885	15.5848	20.1015	62.3274
TAF1	958.8969	1439.7905	708.2815	766.2519	1017.7153
TAF2	874.7709	700.5778	776.9212	434.337	643.2498
TAF3	183.2621	243.0773	175.744	237.1504	183.8729
TAF4B	107.8628	173.8566	151.5378	75.1415	103.2376
TAF4	529.8892	458.4664	628.3677	564.9971	530.8491
TAF5L	1214.7657	1321.6324	1234.5188	517.8542	761.7593
TAF5	73.3048	144.2366	102.4621	126.5919	73.9157
TAF6L	244.0003	312.62	167.1226	162.9661	263.2865
TAF6	955.0572	656.7917	1485.5343	1369.619	1249.2364
TAF7L	1.7454	2.8976	0	36.6135	1.2217
TAF7	4614.3643	2453.6322	3329.8516	2344.2235	3254.1234
TAF8	550.8334	594.976	454.9449	467.1217	749.5418
TAF9B	996.5966	657.1137	399.9005	265.3883	549.1753
TAF9	1727.2013	708.9487	1304.3754	1047.7549	1009.774
TAGAP	202.81	302.3174	322.9711	467.1217	236.4081
TAGLN2	28320.0977	29473.2064	27174.0032	26089.1779	32519.2425
TAGLN3	1.0472	0	60.3498	1.4358	0.6109
TAGLN	1639.0959	1678.6824	11038.7002	18719.4883	2367.471
TAL1	25.4822	47.6496	26.1958	29.913	120.953
TAL2	0.6981	0	1.658	0.9572	0
TALDO1	2438.2581	3750.4739	3265.5227	4100.9552	8669.5174
TANC1	848.9397	1038.6324	996.1038	959.849	2398.2896
TANC2	2158.3035	3075.0087	1970.9857	1945.7821	2216.2492
TANK	852.0813	990.3389	1110.8348	1158.95	1191.8143
TAOK1	484.51	622.9863	569.6759	323.7785	305.4368
TAOK2	1619.6876	2094.9724	834.2867	1379.5884	1762.9811
TAOK3	782.6163	1395.0385	872.7514	975.4037	858.8882
TAP1	4213.2821	2844.1657	9540.247	3597.9379	1294.4411
TAP2	2302.1485	1583.0322	3922.739	1512.4621	1133.5675
TAPBPL	675.7483	304.996	841.9166	941.0803	870.5009
TAPBP	4940.0471	3960.7116	5351.2393	7067.6088	5535.1252
TAPT1	993.804	1016.0954	379.6734	775.8241	972.5107
TARBP1	1226.285	640.05	366.7413	281.9003	927.9169
TARBP2	536.8706	567.2877	616.762	539.3916	525.3513
TARDBP	3030.98	2833.8631	2713.0896	2778.0819	2872.9383
TARM1	0	0	0	0	0
TARP	7.3305	4.8294	13.5953	6.7005	9.1631
TARS2	1145.3006	994.8463	564.702	1420.9881	1097.7398
TARSL2	132.9959	183.5153	163.8067	135.2068	226.0232
TARS	2764.6391	1448.1613	2071.7898	1618.1747	1077.5809
TAS1R1	0.6981	3.5415	0.6632	21.2981	2.4435
TAS1R2	0	0	0	0	0
TAS1R3	4.1888	7.727	14.2585	102.4222	150.2749
TAS2R10	0.6981	0.9659	0.3316	1.4358	0
TAS2R13	0	0	0	0	0.6109
TAS2R14	6.374	2.199	1.2335	6.3775	3.7263
TAS2R16	0	0	0	0	0
TAS2R19	1.3963	0	0.3316	2.393	0.6109
TAS2R1	0.3491	0	0	0	0
TAS2R20	26.5294	7.083	5.3055	21.5374	19.548
TAS2R30	0	0	0	0.2393	0.6109
TAS2R31	2.7926	0	5.3055	4.7861	1.8326
TAS2R38	0	0	0	7.6577	0
TAS2R39	0	0	0	0	0
TAS2R3	0	0	0	0	1.8326
TAS2R40	0	0.322	0	0	0
TAS2R41	0	0	0	0	0
TAS2R42	0	0	0	0.9572	0
TAS2R43	1.7454	0	0	0.4786	0
TAS2R46	0.6981	0.322	0	0.4786	0
TAS2R4	5.5851	0.9659	0.3316	0.2393	1.2217
TAS2R50	0	0	0	0.2393	0
TAS2R5	11.5193	5.7952	5.3055	13.8796	4.887
TAS2R60	0	0	0.3316	3.8289	0
TAS2R7	0	0.322	0	0	0
TAS2R8	0	0	0	0.4786	0
TAS2R9	0	0	0	0.7179	0
TASP1	203.8572	207.3401	298.4332	215.8523	225.4123
TATDN1	338.5985	168.0614	378.347	170.8632	294.4411
TATDN2	816.1271	993.8804	862.1404	1133.8231	1494.1967
TATDN3	516.9736	376.6894	206.9137	266.8241	288.9432
TAT	4.1888	11.2685	10.2794	1.1965	22.6023
TAX1BP1	5960.0314	3477.4546	3312.6088	2542.128	7357.361
TAX1BP3	1428.0723	2292.5733	4481.0611	4355.8716	3188.6378
TAZ	702.543	210.8817	278.2061	793.5326	464.2639
TBC1D10A	488.0007	750.9512	859.103	677.6471	706.4508
TBC1D10B	1403.6129	1538.3092	1417.2262	1897.6819	1199.1448
TBC1D10C	137.5338	95.6211	149.2166	180.9139	116.066
TBC1D12	224.4524	531.8725	173.7545	292.9083	296.2737
TBC1D13	667.7721	700.8998	374.0363	718.6304	1315.2108
TBC1D14	1577.101	1698.3217	1435.7954	2076.2028	3127.6726
TBC1D15	1018.588	1036.0567	1080.3283	853.8372	857.0556
TBC1D16	235.6227	437.5392	243.3889	307.2665	497.8619
TBC1D17	569.6099	820.6162	383.2546	697.6195	732.3946
TBC1D19	54.455	59.884	141.2584	71.7912	102.0159
TBC1D1	726.0668	505.4721	1219.2655	962.0027	693.3415
TBC1D20	859.7609	1349.6426	1153.6102	1239.8348	1241.9059
TBC1D21	0	0	0	0	0
TBC1D22A	311.72	493.8816	436.0441	458.0281	568.7233
TBC1D22B	549.0915	487.0046	437.0654	605.6118	475.4673
TBC1D23	966.5765	823.8873	1004.3936	970.3783	793.5247
TBC1D24	1383.482	623.627	175.0808	246.9619	378.1307
TBC1D25	419.5829	497.7451	635.6628	476.2153	425.7789
TBC1D26	0.3491	0.322	0.3316	0.2393	0.6109
TBC1D28	0	0	0	0	0
TBC1D29	0	0.9659	0.3316	0.2393	0.6109
TBC1D2B	1043.7211	1247.2603	1314.101	1256.1075	1734.27
TBC1D2	672.31	701.8657	531.5427	1027.8113	2250.4582
TBC1D3B	286.936	164.1979	88.5352	379.5364	109.9572
TBC1D3C	25.6532	60.8498	24.5378	125.1561	28.8882
TBC1D3G	134.5702	0.322	10.9426	0.9572	54.1906
TBC1D3H	33.5108	26.4005	25.5326	53.1255	5.4979
TBC1D3P2	0.3491	0	0	0.2393	0
TBC1D3	610.2487	360.7718	317.0455	632.9906	257.642
TBC1D4	299.1535	862.844	415.1538	425.2435	683.5675
TBC1D5	807.7494	1303.6028	958.9654	1276.927	2084.3005
TBC1D7	235.2736	326.9825	225.1513	313.967	183.8729
TBC1D8B	541.4085	288.4732	341.5402	141.6681	265.1191
TBC1D8	323.9375	960.075	663.1849	381.6901	560.7819
TBC1D9B	4533.3799	2282.9951	2725.3585	3760.904	3148.4423
TBC1D9	749.8036	1126.5266	956.6443	1650.9593	993.8913
TBCA	1666.114	865.7416	1702.0642	1129.037	880.2688
TBCB	1103.7612	1466.9282	2396.316	1568.7177	750.4582
TBCCD1	227.245	190.2764	185.3602	287.165	200.3665
TBCC	518.0208	772.3742	668.822	382.408	435.5528
TBCD	2089.5052	3748.2459	2785.9935	2369.8027	2541.8204
TBCEL	139.6282	376.6894	326.6186	373.3145	361.0263
TBCE	655.4184	545.8068	384.3787	243.6403	289.9633
TBCK	380.487	382.7261	312.6917	318.3655	439.829
TBK1	715.5947	574.3708	618.42	601.132	647.526
TBKBP1	451.3483	410.1729	222.8301	495.1203	496.0293
TBL1XR1	2337.0277	2792.3307	2739.617	3528.779	4190.5925
TBL1X	645.0825	1189.9521	1080.6599	435.5336	1587.0495
TBL1Y	0	20.9272	0	2.393	5.4979
TBL2	1079.3263	744.6859	1678.5211	1072.3219	668.2957
TBL3	1082.1189	756.9203	809.7488	680.8203	750.7636
TBPL1	198.2721	357.372	238.0834	264.9097	217.471
TBPL2	0	0	0	0	0
TBP	235.6227	304.2491	293.1277	286.4471	274.2822
TBR1	0	3.8635	0.3316	3.8289	0
TBRG1	338.6543	610.1016	645.3983	825.5802	947.5382
TBRG4	1237.1062	565.678	1299.8524	1440.611	778.8638
TBX10	0	0.322	9.9478	0.2393	0
TBX15	320.4468	80.1672	386.9684	229.0141	444.7159
TBX18	0.3491	550.546	2.3211	13.6403	9.1631
TBX19	215.785	151.0138	41.1606	88.0926	94.0745
TBX1	144.1662	291.6928	76.9295	77.7738	28.7111
TBX20	0	0.322	0	0.4786	0
TBX21	17.4535	13.5222	33.4908	28.7165	17.1045
TBX22	0	1.2878	0	0	0
TBX2	364.0806	322.6006	384.6473	448.6953	1191.8143
TBX3	87.6167	341.2741	114.3994	298.4123	525.3513
TBX4	213.6312	175.1445	115.3942	94.0465	635.3085
TBX5	72.9558	107.5335	190.3341	317.3173	431.8876
TBX6	45.7282	25.4346	52.06	100.5077	52.5351
TBXA2R	51.3134	21.8931	82.2349	71.5519	76.3592
TBXAS1	282.7472	348.6791	622.7307	633.6774	629.8106
TC2N	2337.7258	2705.4024	999.4197	1149.1385	4590.1038
TCAM1P	3.8398	5.7952	0	131.378	0
TCAP	11.5193	4.8294	0.6632	13.6403	7.9414
TCEA1	1816.9125	1588.5345	3263.8647	1581.8004	1264.5082
TCEA2	240.8587	197.3595	337.2295	279.0286	380.5742
TCEA3	1217.2092	885.381	235.4307	483.1551	1708.0024
TCEAL1	387.1193	200.901	386.6368	139.5143	298.7172
TCEAL2	6.2833	4.1854	4.9739	4.0682	37.8742
TCEAL3	387.8174	228.2673	420.1277	235.4753	217.471
TCEAL4	1537.3069	760.7837	1321.7276	625.0624	923.6408
TCEAL5	4.5379	2.5757	6.3003	3.3503	3.0544
TCEAL6	20.5952	11.2685	21.8851	15.5548	10.9957
TCEAL7	9.0758	24.7907	46.4229	21.7767	18.3262
TCEAL8	1094.6854	799.0966	818.0386	474.7794	788.6378
TCEANC	34.9071	63.1035	27.1906	50.0146	41.5394
TCEB1	1261.5411	860.9123	1216.6128	576.2444	502.7489
TCEB2	2351.6886	1807.787	1850.6176	1689.0087	2229.0776
TCEB3B	1.7454	0.6439	0	1.4358	0
TCEB3C	0.6981	0	0	0	0.6109
TCEB3	1462.5569	2045.8547	1075.7821	1150.8448	2427.9902
TCERG1L	0	5.4733	0.9948	0.2393	3.0544
TCERG1	1170.0846	712.4902	745.7515	669.8123	733.6591
TCF12	708.2642	1449.7711	1379.4247	1589.4941	1287.1106
TCF15	2.4435	3.5415	2.3211	5.0254	1.8326
TCF19	472.9907	248.8725	886.6783	457.3102	175.3207
